Source1,SourceX,SourceXX,Source,SourceX2,desc,SourceN,problem_name,Instances,feature_dec_max_range,probindex,rwalk_l,feature_sup_avg_rws,feature_inf_avg_rws,feature_inc_avg_rws,feature_lnd_avg_rws,p_disp_avg_rws,feature_sup_r1_rws,feature_inf_r1_rws,feature_inc_r1_rws,feature_lnd_r1_rws,old_dec_min_range,old_dec_max_range,feature_decdist,feature_obdist,feature_obclust_n,feature_obclust_min,feature_obclust_max,feature_obclust_range,feature_obdist_max,feature_obdist_mean,feature_obdist_iqr_mean,feature_mdl_r2,feature_range_coeff,feature_rankprop,decsize,probsize,feature_kurt_rank,feature_kurt_avg,feature_kurt_min,feature_kurt_max,feature_kurt_rnge,nbrs_fnd,Hx,feature_Hy,feature_Hxy,feature_signif,feature_min_nbrdist,obdisc_med,kurt_med,med_decdist,feature_avg_nbr_rank_best,feature_min_nbr_rank_best,feature_max_nbr_rank_best,feature_aep,algo_GrEA,algo_HypE,algo_IBEA,algo_MOEAD,algo_NSGAII,algo_SPEA2
WFG4_P,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_28,24,28,11000,0.0971,0.0786,0.8243,0.8953,241.3161673,-0.01977106,0.048772738,0.048363946,-0.020859689,0,22.00019965,15.51238434,2.519543932,2,0.294363636,0.705636364,0.411272727,7.122861098,2.519543932,2.008795255,0.093959283,4.818614762,0.058363636,12,3,5.53065355,3.143779049,2.178537332,3.834034401,1.655497069,1,28.2889822,2.265412934,32.46596411,-0.843805975,30.28710019,2.353826092,3.418765413,15.41185936,7.198767334,1.545454545,21.72727273,0.308722001,1.891217881,1.908080956,1.895072053,1.838404177,1.836101768,1.860718498
WFG4_P,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_29,24,29,11000,0.1348,0.1387,0.7265,0.844,257.1629861,0.039081348,0.112610622,0.065548209,0.017847634,0,22.00019965,15.11595444,2.637094719,2,0.295,0.705,0.41,7.152204181,2.637094719,2.07569415,0.019674724,2.975785713,0.049272727,12,3,3.710414805,3.204292327,2.153842215,4.118128546,1.964286331,1,28.2889822,2.182658417,32.54661225,-0.950662556,34.1859167,2.468040498,3.340906219,14.97035733,9.537416851,1.636363636,21.90909091,0.298471495,1.904875809,1.91257277,1.899393936,1.846100129,1.866649489,1.887938508
WFG4_P,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_30,24,30,11000,0.1235,0.1344,0.7421,0.8588,254.2421067,0.028919499,0.089089159,0.05613082,-0.001284171,0,22.00019965,15.81309179,2.576192608,2,0.296363636,0.703636364,0.407272727,7.135085074,2.576192608,2.022475501,0.302990176,12.63456953,0.046545455,12,3,3.790917477,3.233236315,2.150871916,4.18777519,2.036903274,1,28.2889822,2.170396199,32.53928278,-0.958306313,27.488712,2.403014692,3.36106184,15.70241357,9.417413572,1.909090909,23.27272727,0.309047112,1.907896783,1.915556642,1.903294802,1.849953699,1.865873792,1.890736309
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_31_1,24,31.1,11000,0.1462,0.151,0.7028,0.8248,264.0628461,0.024689891,0.141158298,0.113742818,-0.004774216,0,22.00019965,15.81028754,2.660450081,2,0.300272727,0.699727273,0.399454545,7.111124101,2.660450081,2.075131205,0.209776822,13.51947179,0.051,12,3,3.458878091,3.143974381,2.108443955,4.068322371,1.959878417,1,28.2889822,2.137069823,32.55803217,-0.997618386,29.15448273,2.49070354,3.255156817,15.69473613,11.39197166,1.818181818,34.27272727,0.317027196,1.911707175,1.915576496,1.90402306,1.84959027,1.877566292,1.901792702
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_31_2,24,31.2,11000,0.1547,0.1576,0.6877,0.8165,263.901168,-0.040568355,0.086889546,0.07495619,-0.027488072,0,22.00019965,15.36959922,2.68664528,2,0.297,0.703,0.406,7.174772153,2.68664528,2.086526127,0.055801172,6.62675531,0.050636364,12,3,3.572169706,3.178955356,2.118317593,4.117858457,1.999540864,1,28.2889822,2.100303403,32.54446448,-1.026127402,47.75647228,2.526522296,3.300690018,15.25469734,11.40723853,1.454545455,30.27272727,0.309805409,1.91143622,1.91552636,1.903617964,1.849580931,1.878702684,1.899874279
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_31_3,24,31.3,11000,0.1244,0.1317,0.7439,0.8532,263.9411138,-0.023821787,0.169590413,0.150467105,-0.02206092,0,22.00019965,16.99176782,2.62409085,2,0.293818182,0.706181818,0.412363636,7.157851325,2.62409085,2.037208384,0.612126275,62.1664873,0.043272727,12,3,4.456659101,3.198435728,2.114573535,4.104969223,1.990395687,1,28.2889822,2.123302224,32.58351032,-1.022570347,29.59817975,2.463540734,3.375764425,16.85542625,16.3551468,1.818181818,59.81818182,0.363827194,1.919191011,1.919412302,1.910056088,1.853323714,1.892627246,1.915908879
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_31_4,24,31.4,11000,0.1207,0.126,0.7533,0.8567,263.122818,-0.027804229,0.13966914,0.135620037,-0.003458088,0,22.00019965,16.77769739,2.568898128,2,0.304818182,0.695181818,0.390363636,7.099996359,2.568898128,1.943331287,0.682090865,27.15064856,0.042181818,12,3,3.489998709,3.131807755,2.088727167,4.042656442,1.953929274,1,28.2889822,2.129487357,32.57378407,-1.012128341,29.22784041,2.422541782,3.264039657,16.63670827,10.30635625,1.636363636,28.27272727,0.344731345,1.914395298,1.916650023,1.904996631,1.850305328,1.882572977,1.906549058
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_31_5,24,31.5,11000,0.1262,0.1305,0.7433,0.8528,264.1678423,0.000517405,0.158865805,0.11907817,-0.01404196,0,22.00019965,16.98294124,2.671043803,2,0.277,0.723,0.446,7.153682127,2.671043803,2.159590557,0.615682453,57.33994866,0.050818182,12,3,4.356843051,3.317684136,2.129409983,4.345660065,2.216250082,1,28.2889822,2.013642241,32.54411744,-1.113153544,29.15871783,2.49143125,3.477982361,16.89553092,14.33771172,1.454545455,46.09090909,0.331760087,1.91988217,1.919608694,1.910049999,1.853244235,1.892688734,1.917068528
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_31_6,24,31.6,11000,0.124,0.1317,0.7443,0.8536,263.961155,-0.02426835,0.170734834,0.159536627,-0.010999727,0,22.00019965,17.06678287,2.613091457,2,0.293909091,0.706090909,0.412181818,7.157525505,2.613091457,2.011317567,0.616570503,59.85018622,0.044090909,12,3,4.512442164,3.198767971,2.113900055,4.106376001,1.992475946,1,28.2889822,2.12634499,32.58406427,-1.0199366,29.69951499,2.458531204,3.376027855,16.92537133,16.01532567,1.818181818,57.27272727,0.369283483,1.919568567,1.919723404,1.911154737,1.853080516,1.893372876,1.916053349
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_31_7,24,31.7,11000,0.1189,0.1341,0.747,0.8569,263.1561641,-0.023454856,0.156820504,0.163782076,-0.016029015,0,22.00019965,16.89530061,2.559741029,2,0.304727273,0.695272727,0.390545455,7.105659009,2.559741029,1.935851231,0.674613505,25.81794202,0.042636364,12,3,3.557526605,3.130445479,2.089322929,4.03902955,1.949706621,1,28.2889822,2.130636161,32.57271122,-1.0105399,28.15252036,2.399750656,3.262983957,16.73715215,9.593200917,1.727272727,25.72727273,0.359760282,1.914379916,1.916385728,1.905486858,1.850602255,1.88270379,1.906042628
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_31_8,24,31.8,11000,0.1315,0.1203,0.7482,0.848,262.8703489,-0.008732342,0.13212635,0.106747418,-0.025000266,0,22.00019965,16.4299245,2.683205622,2,0.287,0.713,0.426,7.143341688,2.683205622,2.107610251,0.429776327,44.79231607,0.049272727,12,3,4.889169197,3.207921206,2.146407913,4.06786447,1.921456557,1,28.2889822,2.115336834,32.58442739,-1.030619957,26.76929516,2.535834244,3.409491235,16.30894909,15.53072983,1.636363636,46.90909091,0.313749385,1.919162311,1.919503679,1.909667024,1.852096315,1.889580306,1.912142851
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_32_1,24,32.1,11000,0.1263,0.1305,0.7432,0.8528,264.1667841,-0.001193756,0.158865805,0.120292511,-0.01404196,0,22.00019965,17.00188889,2.662895666,2,0.277,0.723,0.446,7.153642233,2.662895666,2.138298711,0.615002906,57.55811994,0.050545455,12,3,4.419513555,3.317639154,2.129367867,4.345617353,2.216249487,1,28.2889822,2.017718036,32.54409512,-1.108873905,29.16637549,2.482513268,3.477932241,16.91499763,14.3740458,1.454545455,46,0.334763008,1.919671139,1.91968488,1.910842777,1.852828025,1.891958533,1.916769267
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_32_2,24,32.2,11000,0.068,0.0841,0.8479,0.9256,226.4417209,0.029585912,0.029357514,0.024462597,0.026075602,0,22.00019965,15.90979,2.405992903,2,0.309363636,0.690636364,0.381272727,7.113209548,2.405992903,1.814265424,0.039807156,2.138237995,0.062363636,12,3,7.135187667,3.012540714,2.207105337,3.627759131,1.420653794,1,28.2889822,2.33750924,32.43698527,-0.774539751,38.18693154,2.221950906,3.202757672,15.75541764,6.108425721,1.909090909,13.36363636,0.312759206,1.87268763,1.898505161,1.887050056,1.816084957,1.799720503,1.830651403
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_32_3,24,32.3,11000,0.1473,0.129,0.7237,0.8291,363.8342189,-0.019329376,-0.040474795,-0.026808752,-0.023515114,0,22.00019965,20.00213612,2.834164934,9,0.070090909,0.310272727,0.240181818,7.168350776,2.834164934,2.022339861,-0.00047646,0.319078318,0.026363636,12,3,6.18936245,1.751267855,1.533918186,1.878236674,0.344318488,1,28.2889822,2.891440033,32.69230606,-0.522882649,66.93017287,2.683511078,1.841648705,19.97223615,21.3240946,5.454545455,57.45454545,0.319715597,1.867395872,1.90045902,1.889952411,1.843667262,1.779089538,1.820750134
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_32_4,24,32.4,11000,0.1419,0.1364,0.7217,0.8335,262.8179445,-0.018718787,0.117902336,0.105365805,-0.028591755,0,22.00019965,15.78415008,2.591511942,2,0.300363636,0.699636364,0.399272727,7.090318474,2.591511942,1.931455894,0.246354842,13.47154124,0.052636364,12,3,3.733517002,3.132320689,2.114029721,4.035773856,1.921744135,1,28.2889822,2.161789816,32.56474968,-0.977883071,26.96762645,2.443496762,3.247158491,15.64894796,10.44759699,1.454545455,33.54545455,0.290057042,1.910988367,1.91580641,1.903632738,1.850150708,1.877474744,1.89932368
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_32_5,24,32.5,11000,0.1526,0.1402,0.7072,0.8187,264.5641309,0.006196512,0.112437201,0.087705279,-0.024987712,0,22.00019965,15.67911252,2.607405018,2,0.299181818,0.700818182,0.401636364,7.144534753,2.607405018,1.965147404,0.144615484,11.6559868,0.050818182,12,3,3.597689781,3.156498008,2.111128389,4.087672828,1.976544439,1,28.2889822,2.094758631,32.56065427,-1.039219223,39.48562517,2.426444559,3.270692808,15.56749553,12.05517439,1.818181818,29.72727273,0.311980701,1.912077218,1.914964071,1.903354733,1.849333036,1.879289359,1.900376259
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_32_6,24,32.6,11000,0.1309,0.1363,0.7328,0.8494,262.5121435,-0.067620869,0.105671319,0.087068623,-0.06795428,0,22.00019965,16.43914399,2.636859449,2,0.306818182,0.693181818,0.386363636,7.097066501,2.636859449,2.031519708,0.555044583,21.07172289,0.044454545,12,3,3.829183577,3.111828909,2.095965998,3.992322711,1.896356713,1,28.2889822,2.152159643,32.5801056,-0.993868536,27.07935837,2.479495271,3.247198017,16.32455415,8.896873877,1.545454545,23.63636364,0.341352837,1.911846482,1.915917599,1.904539346,1.850489304,1.880295009,1.902737687
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_32_7,24,32.7,11000,0.1393,0.1438,0.7169,0.836,364.3680382,0.029269977,0.01657011,-0.003571698,0.037541174,0,22.00019965,20.06661592,2.821429955,9,0.067727273,0.312363636,0.244636364,7.189128707,2.821429955,2.081954908,-0.000391425,0.818521513,0.027272727,12,3,6.282337653,1.791654289,1.581152651,1.929457975,0.348305324,1,28.2889822,2.912850541,32.71328635,-0.518891576,88.97716268,2.63950535,1.86435224,20.07720489,23.22165475,5.090909091,59.63636364,0.310076677,1.861279596,1.899878461,1.888882645,1.846954604,1.78123356,1.82976376
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_32_8,24,32.8,11000,0.1457,0.1477,0.7066,0.8299,364.3175395,0.003587996,0.010889408,0.001977342,0.008259726,0,22.00019965,20.04393215,2.881339389,9,0.046818182,0.335909091,0.289090909,7.191759961,2.881339389,2.242172727,0.000623444,0.905348407,0.029181818,12,3,6.263303698,1.795108549,1.577426059,1.921487214,0.344061155,1,28.2889822,2.867881398,32.6637771,-0.525444848,87.94637478,2.703915592,1.886412375,19.98260791,25.18086124,4.090909091,68.36363636,0.346346367,1.855192228,1.899646576,1.884332082,1.844338354,1.772470928,1.821751587
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_33_1,24,33.1,11000,0.1437,0.1568,0.6995,0.827,263.5963246,0.017882845,0.074087404,0.037781078,-0.013809578,0,22.00019965,15.04419584,2.687011331,2,0.274909091,0.725090909,0.450181818,7.135140109,2.687011331,2.100418045,0.005962907,5.76910293,0.053,12,3,4.874404145,3.3186684,2.174490961,4.242035704,2.067544743,1,28.2889822,2.113920727,32.56778855,-1.024109181,38.74385672,2.514601672,3.539478535,14.93355879,20.59499183,1.454545455,72.81818182,0.301624687,1.919400985,1.919362943,1.907819054,1.852240374,1.891734372,1.913302779
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_33_2,24,33.2,11000,0.1232,0.1308,0.746,0.8538,263.9629959,-0.041777356,0.157124624,0.149028481,-0.027154712,0,22.00019965,17.0300126,2.608273997,2,0.294181818,0.705818182,0.411636364,7.154108134,2.608273997,1.994024173,0.624767508,63.73149791,0.043636364,12,3,4.246618095,3.199405445,2.113266223,4.108455991,1.995189768,1,28.2889822,2.10289698,32.58600942,-1.043384558,29.83015524,2.453725834,3.376494121,16.88757629,16.97736116,1.727272727,60.27272727,0.369838146,1.919979423,1.919423425,1.911296952,1.852679974,1.89086896,1.915477468
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_33_3,24,33.3,11000,0.145,0.1437,0.7113,0.83,259.5294418,0.036245064,0.081030448,0.081847541,0.032380192,0,22.00019965,15.61137154,2.616196471,2,0.295090909,0.704909091,0.409818182,7.161897634,2.616196471,2.039795268,0.216003815,11.06869934,0.048454545,12,3,3.679942001,3.254776135,2.147470331,4.236000738,2.088530407,1,28.2889822,2.136539235,32.5657324,-1.001718541,26.51083143,2.435775363,3.380857336,15.49485253,10.3089701,1.727272727,26,0.337729936,1.910238319,1.914775367,1.902986461,1.84857952,1.87500659,1.897090828
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_33_4,24,33.4,11000,0.1263,0.1305,0.7432,0.8528,264.1667841,-0.001193756,0.158865805,0.120292511,-0.01404196,0,22.00019965,17.00188889,2.662895673,2,0.277,0.723,0.446,7.153642188,2.662895673,2.138298911,0.615002906,57.55811994,0.050545455,12,3,4.419513555,3.317639079,2.129367805,4.345617289,2.216249484,1,28.2889822,2.017718513,32.54409509,-1.108873396,29.16638307,2.482513047,3.477932143,16.91499763,14.3740458,1.454545455,46,0.334763008,1.919662243,1.919536367,1.91074884,1.852828552,1.893483139,1.916432047
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_33_5,24,33.5,11000,0.1355,0.1359,0.7286,0.84,263.9680955,-0.023229465,0.153704774,0.15293926,-0.026508135,0,22.00019965,15.96218946,2.690980919,2,0.287090909,0.712909091,0.425818182,7.160262958,2.690980919,2.16280433,0.327949927,42.88667254,0.052,12,3,4.93880121,3.215171658,2.152221289,4.088685922,1.936464633,1,28.2889822,2.159836355,32.57110235,-0.982613235,22.09599199,2.507805233,3.404607762,15.82106324,18.40878585,1.909090909,55.72727273,0.316840784,1.919033342,1.919227517,1.909092398,1.853238454,1.890345313,1.913065739
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_33_6,24,33.6,11000,0.1503,0.1647,0.685,0.8184,261.7131603,0.035045781,0.065213606,0.055920661,0.038406743,0,22.00019965,14.95339267,2.650893632,2,0.300636364,0.699363636,0.398727273,7.146102138,2.650893632,2.061386875,0.055334373,6.819244316,0.043818182,12,3,3.916933446,3.236303563,2.139504449,4.181772842,2.042268394,1,28.2889822,2.063677374,32.56873646,-1.073848517,25.26900441,2.47935163,3.387633399,14.81614802,11.79537536,2.090909091,38.90909091,0.340509564,1.914250731,1.917031577,1.906256568,1.852952462,1.881552741,1.904210618
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_33_7,24,33.7,11000,0.1289,0.1318,0.7393,0.8502,263.3004308,-0.036037631,0.112064284,0.087646961,-0.051433255,0,22.00019965,16.95711478,2.656617624,2,0.275272727,0.724727273,0.449454545,7.157692649,2.656617624,2.151251708,0.568931494,56.94681208,0.049454545,12,3,4.4456143,3.345751929,2.144847895,4.376387489,2.231539594,1,28.2889822,2.033102101,32.5451354,-1.093428162,28.87039206,2.461588268,3.516020404,16.88072026,14.75656566,1.272727273,63.72727273,0.333245205,1.919507825,1.919759301,1.909658054,1.852508671,1.892421985,1.914615117
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_33_8,24,33.8,11000,0.1263,0.1375,0.7362,0.853,263.2184351,0.001442629,0.117076118,0.116716473,0.022158785,0,22.00019965,16.83293457,2.629772286,2,0.288545455,0.711454545,0.422909091,7.119076003,2.629772286,2.081927826,0.674781684,24.3498777,0.048727273,12,3,3.827074826,3.249656897,2.10478641,4.278894285,2.174107876,1,28.2889822,2.059287165,32.52228899,-1.055714646,26.15673178,2.448119065,3.365289995,16.73839618,8.493613824,1.272727273,22.09090909,0.34769685,1.914333821,1.916141351,1.905317371,1.850167928,1.883039424,1.906250478
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_34_1,24,34.1,11000,0.1273,0.1358,0.7369,0.8527,263.2100189,-0.009114199,0.122847506,0.116818638,0.01073388,0,22.00019965,16.8565532,2.628391008,2,0.288454545,0.711545455,0.423090909,7.117473293,2.628391008,2.08488693,0.678957304,24.17065877,0.048909091,12,3,3.627611351,3.249800789,2.104964454,4.278732033,2.173767578,1,28.2889822,2.055174673,32.52239695,-1.059880752,26.12506843,2.44846215,3.365705879,16.77377313,8.564237415,1.272727273,22.36363636,0.351029486,1.914006227,1.916787407,1.905622803,1.849645639,1.880490636,1.905630854
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_34_2,24,34.2,11000,0.1273,0.1358,0.7369,0.8527,263.2100189,-0.009114199,0.122847506,0.116818638,0.01073388,0,22.00019965,16.8565532,2.628391011,2,0.288454545,0.711545455,0.423090909,7.117473305,2.628391011,2.084886921,0.678957304,24.17065877,0.048909091,12,3,3.627611351,3.249800785,2.104964453,4.278732024,2.173767572,1,28.2889822,2.055174624,32.52239695,-1.059880801,26.12506865,2.448462151,3.365705877,16.77377313,8.564237415,1.272727273,22.36363636,0.351029486,1.914037622,1.914931501,1.905625107,1.849684987,1.8820321,1.905973053
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_34_3,24,34.3,11000,0.1247,0.1286,0.7467,0.8516,263.1642641,-0.032574176,0.195967554,0.167923132,-0.041165107,0,22.00019965,16.7736138,2.610680384,2,0.305,0.695,0.39,7.10598046,2.610680384,1.984219035,0.658536908,25.88242909,0.043,12,3,3.533846875,3.129424071,2.09095529,4.033681424,1.942726134,1,28.2889822,2.111138186,32.57380127,-1.029625108,27.92215156,2.455641433,3.263635499,16.59451949,9.293764087,1.727272727,27.45454545,0.376237208,1.913788695,1.916274776,1.905543799,1.849416206,1.882819695,1.90593898
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_34_4,24,34.4,11000,0.1474,0.1356,0.717,0.8292,364.8053478,-0.045041642,-0.036444157,-0.033423705,-0.033353161,0,22.00019965,20.23988866,2.955422115,9,0.066454545,0.309454545,0.243,7.162372571,2.955422115,2.361093152,-0.000827628,0.7797755,0.028545455,12,3,5.992978195,1.787412132,1.565430247,1.928746798,0.363316551,1,28.2889822,2.919931571,32.7413762,-0.524828199,92.18942851,2.838214048,1.868059353,20.21749098,25.13374755,4.181818182,65.54545455,0.310312563,1.874747874,1.90699255,1.898734605,1.84977891,1.804011203,1.841644209
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_34_5,24,34.5,11000,0.134,0.1197,0.7463,0.8466,263.1652861,-0.028133705,0.155367168,0.145237569,-0.03098354,0,22.00019965,16.46696907,2.632521426,2,0.306818182,0.693181818,0.386363636,7.142071042,2.632521426,1.974834492,0.611827047,24.974954,0.040636364,12,3,3.472141658,3.116745852,2.088889439,4.005265901,1.916376462,1,28.2889822,2.127450227,32.58242578,-1.01811705,26.3421491,2.477112427,3.256082218,16.27121348,10.36523126,1.818181818,34.72727273,0.343194152,1.915177074,1.916264853,1.906743724,1.852505452,1.881939809,1.906951755
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_34_6,24,34.6,11000,0.127,0.1317,0.7413,0.8528,263.2970502,-0.01588549,0.137485662,0.125359486,0.000320312,0,22.00019965,16.84203628,2.608557852,2,0.285727273,0.714272727,0.428545455,7.1300294,2.608557852,2.044015217,0.672214811,24.49773449,0.046636364,12,3,3.693392902,3.248672248,2.104658978,4.282052115,2.177393137,1,28.2889822,2.051481677,32.53235781,-1.068444311,25.6516566,2.423089269,3.35930565,16.74387266,8.812922615,1.181818182,24.63636364,0.343527202,1.914541097,1.917033058,1.906409559,1.85166665,1.883370546,1.908046519
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_34_7,24,34.7,11000,0.1487,0.154,0.6973,0.825,260.9212578,-0.000443958,0.042519288,0.016525274,-0.007248754,0,22.00019965,15.66449075,2.615122988,2,0.295545455,0.704454545,0.408909091,7.153048292,2.615122988,2.03807757,0.296554437,15.91228908,0.046909091,12,3,3.478573651,3.258808724,2.136799404,4.250691209,2.113891805,1,28.2889822,2.081917083,32.57161197,-1.057060679,29.3647645,2.431626717,3.388935558,15.57195242,11.21487603,1.909090909,34.54545455,0.304825598,1.910084073,1.914165998,1.902687672,1.848478706,1.87593737,1.899025389
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_34_8,24,34.8,11000,0.1385,0.1398,0.7217,0.8367,357.5961551,0.031615865,-0.003401958,-0.010385048,0.040209448,0,22.00019965,20.10183621,2.720943717,9,0.069363636,0.301727273,0.232363636,7.126481385,2.720943717,2.019572086,-0.00024999,0.322005132,0.031090909,12,3,5.473177846,1.802247998,1.585281183,1.937881061,0.352599878,1,28.2889822,2.920193743,32.67706667,-0.502668949,66.22151529,2.573826627,1.88358175,20.05695291,16.03050847,4.545454545,37,0.345924927,1.844546351,1.891629306,1.878432024,1.836113492,1.763435117,1.8075751
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_35_1,24,35.1,11000,0.1238,0.1299,0.7463,0.8547,263.107785,-0.032287847,0.18142179,0.172855341,-0.028445021,0,22.00019965,16.8750994,2.592111446,2,0.308909091,0.691090909,0.382181818,7.14193729,2.592111446,1.951047269,0.674435454,26.14579125,0.041909091,12,3,3.571801956,3.131545391,2.089277792,4.043669292,1.954391501,1,28.2889822,2.113526916,32.57319768,-1.027045618,28.60209121,2.426629783,3.261689089,16.70304836,9.771249076,1.636363636,35.72727273,0.354139715,1.915508737,1.916723171,1.905063133,1.852468333,1.884351877,1.907483822
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_35_2,24,35.2,11000,0.1298,0.1329,0.7373,0.8492,262.7834475,0.000989523,0.059545024,0.038077375,-0.005172702,0,22.00019965,16.90904866,2.649520556,2,0.273363636,0.726636364,0.453272727,7.159284139,2.649520556,2.147854898,0.544331341,54.21247503,0.049727273,12,3,4.592619912,3.357976185,2.151968467,4.385668438,2.233699972,1,28.2889822,2.042597839,32.54400113,-1.083140815,28.7217717,2.452617682,3.536291649,16.81986693,14.51679842,1.363636364,57.45454545,0.333622382,1.919440599,1.920596555,1.911446731,1.853647397,1.890412622,1.91495134
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_35_3,24,35.3,11000,0.1569,0.1522,0.6909,0.8131,262.7386813,-0.006035219,0.069331573,0.043799525,0.016379409,0,22.00019965,15.29876251,2.581046281,2,0.297363636,0.702636364,0.405272727,7.09823554,2.581046281,2.005358105,0.133978436,11.14596137,0.043,12,3,3.451431013,3.258936658,2.140650062,4.235959829,2.095309768,1,28.2889822,2.06011227,32.58673344,-1.086173313,26.01051875,2.396910224,3.400200084,15.17741989,12.30095176,1.909090909,35.18181818,0.293143772,1.913777372,1.916120383,1.905264781,1.85129696,1.88239373,1.904469031
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_35_4,24,35.4,11000,0.1359,0.1199,0.7442,0.8454,262.4054347,-0.030800855,0.162000193,0.141840379,-0.061749867,0,22.00019965,16.26806824,2.674021971,2,0.311545455,0.688454545,0.376909091,7.124958505,2.674021971,2.102258579,0.570816498,21.7296012,0.039454545,12,3,3.680214851,3.109327849,2.095695797,3.987800765,1.892104968,1,28.2889822,2.161137814,32.5902766,-0.990291579,25.50151765,2.51077889,3.244486985,16.10960052,9.481094127,1.818181818,22.90909091,0.322553298,1.91496041,1.916768868,1.90634668,1.851493854,1.883100289,1.907003253
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_35_5,24,35.5,11000,0.1419,0.1498,0.7083,0.83,363.4759275,0.027685166,0.002142077,-0.01772108,-0.001837945,0,22.00019965,20.10197696,2.766450107,9,0.063363636,0.314090909,0.250727273,7.176569396,2.766450107,1.944448632,-0.000212666,1.433880886,0.030272727,12,3,5.825710433,1.798859109,1.583937552,1.921532939,0.337595386,1,28.2889822,2.90713806,32.75501183,-0.536228942,82.49443615,2.625420179,1.891106837,20.08180593,25.00065876,5.454545455,64.81818182,0.345088872,1.859688978,1.900591661,1.8876153,1.846702388,1.781708685,1.820109886
WFG4_D,existing,existing,existing,new_WFG,concave,existing3,new_WFG4,WFG4_35_6,24,35.6,11000,0.1209,0.1333,0.7458,0.8593,260.6264199,-0.050860459,0.13642302,0.107025619,-0.048676093,0,22.00019965,16.8446893,2.597393976,2,0.289727273,0.710272727,0.420545455,7.127162327,2.597393976,2.027949516,0.635113604,20.40738556,0.050181818,12,3,3.641683474,3.251116712,2.115031788,4.275957641,2.160925853,1,28.2889822,2.049982234,32.51137258,-1.059720471,27.20464085,2.422385956,3.362360706,16.78869535,8.2578019,1.272727273,19.54545455,0.325092917,1.91050106,1.914510666,1.903028536,1.848734611,1.876163172,1.898788962
